Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.55,0.03,0.57,0.25,0.19,0.36,0.28,0.52,0.02,0.06,-0.08,0.0,0.0
Trinidad and Tobago,0.33,0.21,0.34,0.44,0.1,0.22,0.13,0.16,0.26,0.3,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.03,0.01,0.04,0.66,0.08,0.0,3.0,0.0,0.0,0.0,0.0
Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.29,0.0,0.0,0.0,0.15,0.45,0.0,0.6,0.0,0.77,0.4,0.0,0.0,0.0
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,1.25,0.0,0.0,0.5,0.0,0.03,0.05,1.0,0.0,0.0
Kiribati,0.0,0.0,0.0,0.14,0.04,0.01,0.01,0.03,-0.01,0.13,0.03,0.04,0.04,0.25,1.56,0.55,0.0,0.33,0.0,0.0,0.0,0.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,2.35,0.17,0.0,0.0,0.0,0.0
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,0.13,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.49,1.05,0.26,15.65,7.14,7.12,41.79,24.81,8.32,1.98,0.0
Sint Maarten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Georgia and S Sandwich Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Mariana Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"China, Macao SAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holy See,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocos (Keeling) Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christmas Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Helena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pitcairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0
Venezuela (Bolivarian Republic of),0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.22,0.38,0.4,1.0,-0.13,0.05,0.18,2.0,0.0,0.01,-1.0,1.05,0.0,0.26,0.0
Central African Republic,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0
Congo,0.11,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.46,0.04,0.0
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.25,0.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.0,0.0,0.02,0.0,0.54,0.0,0.0
Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0
Saint Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,1.0,-0.8,-1.7,0.0,0.4,0.5,0.0,0.0
Tokelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
British Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.77,0.16,0.0,0.01,0.01,0.2,0.0,0.0
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.86,0.0,0.0,0.0,0.0
Anguilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.11,0.0,1.1,0.0,-1.1,0.37,0.0,0.0,0.0
Dominica,0.0,0.01,0.0,0.01,0.0,0.02,0.06,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.4,0.0,-0.31,0.0,0.0,0.0,0.0
French Polynesia,0.15,0.13,0.19,0.23,0.28,0.25,0.14,0.22,0.23,0.53,8.1,2.5,3.4,7.7,3.3,3.7,3.6,2.2,3.6,3.61,1.07,0.0
Democratic People's Republic of Korea,0.03,0.01,0.22,0.08,0.02,0.06,0.04,0.03,0.15,0.31,0.74,0.6,3.85,4.82,11.83,8.74,3.25,3.0,4.0,0.0,10.0,0.0
French Guiana,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.41,1.96,20.65,12.71,0.46,0.25,0.11,9.79,0.0,0.06,0.11,0.03,8.24,0.0,0.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,477.0,17.0,20.0,0.0,0.0,0.0,-5.0,-56.0,118.0,-55.0,2.0,0.0
Peru,0.97,1.13,0.56,0.8,0.62,0.88,0.98,1.2,1.74,2.75,5.03,85.03,5.95,21.96,4.43,11.24,151.71,26.3,10.61,0.0,-2.48,0.0
Togo,0.15,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.89,2.51,1.97,1.73,50.04,0.0
Costa Rica,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.15,1.5,0.87,2.36,4.02,4.75,5.57,12.93,15.7,8.35,17.08,0.0
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.01,0.28,0.08,1.0,2.63,55.0,20.0,20.0,150.0,0.0,6.75,0.04,0.0
Réunion,0.0,0.0,0.0,0.26,0.27,2.47,2.8,4.2,32.5,46.8,41.8,21.9,3.0,11.0,19.6,-0.2,1.4,2.6,8.54,8.4,17.0,0.0
Martinique,0.0,0.0,0.0,0.0,0.0,2.5,1.5,3.3,6.9,12.2,21.6,12.0,2.0,0.5,2.9,1.5,1.5,2.6,4.85,0.18,2.27,0.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,3.44,1.13,17.33,0.91,11.06,50.28,0.0,0.0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,8.0,2.0,-0.3,0.0,0.0,0.01,68.22,0.0,0.0
Guadeloupe,0.0,0.0,0.0,0.0,0.36,0.87,1.25,1.21,7.21,11.5,6.1,35.5,2.6,0.0,0.54,0.9,2.58,2.08,11.1,4.8,1.27,0.0
Mongolia,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.64,0.0,0.74,0.0,0.0,0.44,0.0,0.0,10.0,32.7,16.5,25.0,5.36,0.2,0.0
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.07,0.1,0.15,0.08,0.61,0.72,3.58,11.21,14.83,25.51,32.41,45.38,0.0
Malawi,0.01,0.01,0.01,0.0,0.01,0.02,0.18,0.02,0.23,0.24,1.03,0.92,2.72,2.26,4.43,0.0,7.08,6.59,54.43,0.0,60.0,0.0
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallis and Futuna Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Barthelemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0
Falkland Islands (Malvinas),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Equatorial Guinea,0.12,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,-0.02,-0.01,-0.14,0.0
Sao Tome and Principe,0.14,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,-0.01,-0.14,0.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Pierre and Miquelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,0.12,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,4.99,25.75,4.2,5.68,27.66,10.68,24.33,3.33,0.0
Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.03,1.45,0.1,0.14,0.29,1.13,0.14,0.3,2.2,0.0,0.35,0.0
Libya,0.0,0.0,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,1.22,0.0
Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.01,0.0,0.0,0.01,0.28,5.76,0.0,0.0,0.0
"Bonaire, Sint Eustatius and Saba",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.94,2.26,1.14,1.0,0.0,0.0,0.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.28,0.22,1.4,0.99,0.8,0.95,1.72,0.0,0.0,0.0
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.07,0.08,0.15,0.32,0.05,0.07,1.3,0.04,0.0,0.0,0.0
Cote d'Ivoire,0.11,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.27,0.17,0.56,1.04,2.11,2.19,1.35,0.0
Guyana,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.04,0.02,0.08,1.16,0.44,0.1,0.09,2.2,0.24,1.23,0.68,2.05,0.0,0.0,0.0
Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.8,0.4,0.0,0.0,0.2,6.9,0.0
United States Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.13,0.25,4.09,4.2,0.04,-4.2,5.0,0.0,0.0,0.0,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,7.82,0.0,1.15,2.34,0.25,0.0,-0.01,-0.78,0.0
Eswatini,0.0,0.0,0.01,0.04,0.07,0.03,0.07,0.03,0.03,0.34,0.12,0.02,0.02,0.02,0.03,0.1,0.0,0.0,0.0,0.0,10.0,0.0
Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,3.0,0.11,0.8,4.4,0.0,4.15,0.0,0.0
Curacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,4.6,2.4,1.0,0.0,0.8,0.0,1.3,0.0,0.0
Morocco,0.3,0.7,0.7,0.7,0.9,0.8,1.14,0.9,0.6,20.1,0.63,1.0,0.0,4.43,160.2,2.07,2.03,530.0,0.0,40.1,80.0,0.0
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,6.02,1.15,1.17,1.65,0.96,0.0
Samoa,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,2.93,1.69,2.45,6.32,0.0,0.16,0.06,0.0,0.0
Cameroon,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.3,0.5,1.4,0.4,0.8,2.0,1.8,1.6,2.6,2.59,0.0,0.13,0.0,0.0
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.02,-0.51,0.0,0.0,0.16,0.2,12.51,0.69,0.62,0.33,0.0
United Republic of Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.27,0.86,2.51,7.52,1.61,-0.44,0.87,3.93,-1.92,0.0,0.0,0.0
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,185.7,183.4,376.8,70.7,22.1,113.5,245.3,802.69,3933.0,1395.31,731.0,0.0
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,12.58,0.0,2.4,0.0,-0.07,0.0
Democratic Republic of the Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.3,0.22,0.06,2.5,2.05,14.62,0.0,0.0,0.0,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.31,0.81,2.19,5.79,0.76,4.15,-1.55,-0.14,0.0,7.83,1.0,0.0
Rwanda,0.14,0.0,0.0,-0.14,0.0,0.0,0.25,0.0,0.0,0.0,0.06,0.15,0.48,9.3,0.62,1.22,4.72,4.94,3.44,0.0,0.0,0.0
Thailand,0.0,0.0,0.0,0.0,0.0,30.41,1.84,0.1,4.65,11.6,30.1,303.0,446.8,475.0,121.1,1026.5,251.16,265.18,20.18,0.0,77.68,0.0
Mayotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.3,6.53,4.1,0.63,0.07,0.1,0.09,0.0,1.82,0.58,1.08,1.76,11.46,0.0
Madagascar,0.01,0.0,0.0,0.09,0.0,0.2,0.1,0.4,0.3,0.4,0.5,0.6,2.4,2.0,2.01,1.99,2.0,20.01,0.0,0.0,0.0,0.0
Lao People's Democratic Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.46,1.06,0.35,0.15,6.08,25.92,0.0,0.0,0.01,0.0
Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,0.6,3.3,1.2,0.0,0.0,7.5,0.0,0.0,0.0,0.0
