Region/country/area,2023
United States,2673.6
Indonesia,2597.51
Philippines,1951.8
Türkiye,1691.34
New Zealand,1050.0
Mexico,998.5
Kenya,984.1
Italy,771.79
Iceland,756.21
Japan,428.0
Costa Rica,262.66
El Salvador,229.44
Nicaragua,165.44
Chile,83.37
Russia,74.0
Germany,50.0
Papua New Guinea,50.0
Guatemala,49.2
Honduras,39.0
Portugal,29.1
China,25.75
France,16.15
Guadeloupe,14.5
Croatia,10.0
Ethiopia,7.3
Chinese Taipei,7.29
Canada,6.0
Hungary,3.0
Thailand,0.3
Austria,0.25
Australia,0.1
Romania,0.05
