Region/country/area,2022
Algeria,12.0
Angola,284.0
Benin,25.0
Burkina Faso,30.0
Burundi,15.0
Comoros,4.0
Congo DR,0.1
Egypt,64.0
Ethiopia,830.0
Gambia,0.12
Guinea,-0.22
Kenya,183.77
Malawi,1.3
Mali,140.0
Mauritania,1.5
Morocco,89.2
Mozambique,43.96
Namibia,25.0
Niger,35.0
Nigeria,3.97
Rwanda,5.34
Senegal,23.0
Seychelles,5.0
Sierra Leone,5.0
Somalia,23.5
South Africa,157.0
South Sudan,12.78
Sudan,54.0
Tunisia,102.19
Uganda,24.84
Zambia,459.03
Zimbabwe,13.3
Afghanistan,104.55
Bangladesh,57.12
Brunei Darsm,0.03
Cambodia,90.92
China,140564.76
Chinese Taipei,2572.81
India,15840.92
Indonesia,943.82
Japan,5672.5
Kazakhstan,532.42
Korea Rep,2876.22
Lao PDR,690.0
Malaysia,146.11
Maldives,5.0
Mongolia,100.0
Myanmar,22.9
Nepal,247.18
Pakistan,1056.0
Philippines,355.98
Singapore,152.7
Sri Lanka,137.0
Timor Leste,0.11
Uzbekistan,149.0
Viet Nam,2599.0
Bahamas,0.3
Barbados,6.05
Costa Rica,-50.84
Cuba,12.0
Dominican Rep,196.37
El Salvador,21.07
Guadeloupe,3.55
Guatemala,5.3
Honduras,0.11
Jamaica,0.05
Panama,60.16
Puerto Rico,151.82
Armenia,89.09
Azerbaijan,23.2
Georgia,121.0
Russian Fed,417.88
Albania,5.6
Austria,1314.0
Belarus,109.2
Belgium,1201.0
Bosnia Herzg,50.96
Bulgaria,673.64
Croatia,103.0
Cyprus,149.9
Czechia,381.89
Denmark,852.0
Estonia,166.0
Finland,2530.6
France,4987.0
Germany,9811.0
Greece,1512.0
Hungary,20.0
Ireland,280.0
Italy,3035.3
Latvia,142.0
Lithuania,458.5
Luxembourg,68.0
Moldova Rep,38.54
Montenegro,19.63
Netherlands,9241.0
Norway,244.0
Poland,4785.0
Portugal,1255.0
Romania,21.0
Serbia,97.16
Slovenia,174.0
Spain,5898.52
Sweden,3441.0
Switzerland,700.92
UK,3522.51
Bahrain,0.41
Iran IR,115.32
Iraq,4.5
Israel,820.0
Jordan,386.3
Lebanon,250.0
Oman,500.0
Palestine,14.0
Qatar,800.0
Saudi Arabia,0.5
Syrian AR,27.0
United Arab Em,324.85
Canada,2585.15
Mexico,1013.95
USA,25528.9
Australia,5106.3
Fiji,0.45
Guam,61.65
Marshall Is,0.07
Nauru,0.26
New Caledon,-1.52
New Zealand,65.6
Papua N Guin,3.24
Solomon Is,1.71
Tonga,6.9
Vanuatu,0.04
Argentina,56.02
Bolivia,54.32
Brazil,14125.95
Chile,3019.74
Colombia,877.76
Ecuador,93.55
Suriname,2.3
Uruguay,4.27
