Region/country/area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Burundi,0.22,0.08,-0.21,0.09,0.09,-0.31,1.56,-0.7,1.09,-1.26,1.04,-0.03,1.18,-1.05,-0.02,0.83,-0.04,-0.92,-0.24,0.12,0.0,0.0
Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,0.0,0.0,0.0,0.0,0.12,1.91,4.63,3.83,4.76,0.38,13.8,9.15,8.48,32.22,22.2,-1.88,6.64,3.4,21.05,-29.15,-11.91,-37.21
Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,372.0,409.0,-20.0,-274.0,-890.0,-120.0,-294.0,-654.0,716.0,1220.0,56.0,600.0,147.0,-1125.0,429.0,2730.0,-530.0,-357.0,-212.0,-752.0,33.0,-996.0
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,0.4,0.1,0.22,-0.64,1.1,0.0,0.02,0.3,0.8,-0.07,-0.34,0.16,0.11,0.16,0.17,0.12,-0.55,-0.42,-1.64,1.01,0.59,0.41
Chile,1127.0,-124.0,-137.0,224.0,-241.0,-359.0,1265.0,387.0,1191.0,-2025.0,2453.86,170.64,887.43,-433.93,288.0,342.0,105.06,-373.29,-294.81,-156.98,367.39,-1009.37
China,17.0,-8.0,-8.0,-8.0,2786.0,1800.0,2740.0,4975.0,5985.0,-8068.25,2271.06,3186.1,2759.37,3898.33,4033.56,5327.41,6445.83,3483.1,7863.49,11900.0,8100.0,5100.0
Chinese Taipei,29.0,80.0,-16.7,-45.8,-25.0,-2.2,-19.0,-29.8,-43.2,40.7,-33.9,5.4,-15.9,24.2,-3.6,-40.8,-17.7,-2.4,-15.5,34.9,-8.9,-37.6
Colombia,28.25,28.5,16.46,20.2,30.71,-215.83,-29.7,-5.97,174.86,45.25,217.82,32.43,52.61,205.83,83.4,36.91,148.43,144.11,-53.34,55.2,129.37,-81.31
Comoros (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,0.09,0.08,2.86,0.3,0.01,-1.34,-0.2,0.5,0.7,0.45,0.33,0.04,0.25,-0.53,0.15,0.5,0.15,0.1,0.0,0.0,0.0,0.0
Cook Islands (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,-6.86,1.8,-0.29,6.07,6.9,-5.61,-1.76,6.48,24.73,17.27,3.59,15.38,9.08,-1.2,8.36,-7.76,13.0,-10.85,-4.61,-13.17,9.0,-11.79
Croatia,-1.0,0.0,0.0,4.0,10.0,-3.0,-3.0,12.7,-0.1,12.5,21.9,38.8,31.4,39.8,100.7,165.2,94.7,142.5,210.3,99.9,121.5,29.0
Cuba,-13.9,8.2,-218.4,68.5,-369.1,-13.4,6.73,140.87,-18.9,-88.6,7.6,97.2,145.6,-59.39,66.91,-16.4,-64.1,-178.2,77.49,41.31,-22.4,-148.6
Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,15.0,8.0,17.0,-2.0,-1.0,2.0,0.0,1.0,-0.25,5.15,1.02,2.72,-0.7,-2.1
Czechia,-3.0,-20.0,-13.0,221.0,18.0,188.0,275.0,255.0,399.0,290.0,489.0,669.0,692.0,598.0,128.0,-46.0,195.67,-124.58,198.72,168.61,161.95,18.6
Côte d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,2.1,0.0,0.0,0.0,0.0
Democratic People's Republic of Korea (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,169.0,329.0,559.0,438.0,60.0,-113.0,70.0,-38.0,256.0,1330.19,-256.54,130.22,-114.33,-30.1,-146.46,721.41,1380.54,-335.95,-49.78,-4.98,2773.02,-1494.35
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.0,0.0,4.81,-4.81,0.0,0.0,0.0,0.0,1.13,5.18,1.24,2.23,3.93,1.99,259.25,89.25,3.93,-41.13,33.2,-8.15
Ecuador,0.0,0.0,0.0,3.24,99.62,42.7,73.19,-10.43,8.2,19.04,42.64,18.27,-0.56,103.62,8.32,81.6,-30.75,-30.74,26.79,15.83,-55.65,-25.26
Egypt,-2.69,8.9,4.58,-0.3,1.74,6.78,7.16,-10.89,-19.76,4.54,1.12,-4.3,4.6,5.5,-3.03,-6.92,-3.51,8.82,39.86,-120.63,41.52,72.33
El Salvador,0.0,25.0,23.49,26.72,24.72,49.07,45.02,20.46,-9.37,50.75,21.63,64.25,64.52,7.66,125.77,148.64,-3.76,36.97,80.46,-13.56,88.67,-88.84
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,-2.3,12.0,7.0,0.0,5.0,5.0,-7.0,3.15,277.85,426.0,41.0,220.0,-336.0,93.0,2.0,125.0,152.7,223.3,37.95,478.04,-66.55,-181.8
Eswatini,15.89,16.14,-8.21,10.63,6.77,-10.46,4.24,-12.31,-17.55,-35.24,-2.08,34.91,4.01,-2.89,5.5,7.08,-1.29,8.66,0.35,2.63,12.18,-16.19
Ethiopia,1.11,0.01,3.35,1.09,3.91,2.0,-17.96,-27.9,3.18,5.53,-1.0,-6.61,17.78,3.12,-3.6,0.61,-5.43,3.16,4.1,-3.07,-10.6,-8.45
Falkland Islands (Malvinas),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,5.37,-1.4
Fiji,-12.92,26.46,-12.82,10.24,-2.14,10.0,-27.48,3.91,-17.21,-4.6,6.7,-12.35,-3.12,23.34,-11.13,-23.22,19.0,18.1,10.0,16.61,-13.99,17.97
Finland,-412.0,723.0,353.0,1015.0,-966.0,1345.0,-924.0,443.0,-1667.0,2233.0,301.0,-109.0,749.0,-298.0,-369.0,55.0,300.0,943.0,434.0,-1624.0,1940.0,-823.0
France,-16.0,124.0,74.0,15.0,139.0,38.0,203.0,133.0,2.0,358.0,492.28,188.89,407.38,346.6,596.93,900.39,175.64,599.94,295.44,154.91,823.64,217.29
French Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.2,-0.6,1.3,-0.9,0.1,-0.22,-1.41,0.15,3.47,2.9,28.59,4.49
French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,-1.22
Gambia (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,244.0,629.0,3350.0,1672.0,3074.0,3578.0,5061.0,3250.0,3218.0,2613.0,2959.0,6118.0,1845.0,2120.0,2340.0,441.0,-39.0,-329.0,-310.0,790.0,-1806.8,-730.2
Ghana,0.0,0.0,0.0,0.0,0.0,-3.9,0.0,6.2,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.05,0.03,0.24,0.0,0.04,-0.36,0.2
Greece,79.0,47.0,-21.0,19.0,-2.0,-8.0,70.0,7.0,27.0,-28.0,17.0,-3.0,12.0,4.0,11.0,43.58,35.45,4.04,88.14,51.34,74.78,40.27
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadeloupe,-17.98,10.85,-4.54,20.22,-16.44,6.65,0.72,-16.73,5.9,-2.96,-6.22,6.87,-15.92,14.59,-4.18,-6.46,16.42,1.25,-3.58,12.31,171.13,-9.44
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,-91.92,44.4,-33.47,-59.87,300.28,-47.5,401.38,-337.77,44.44,670.83,-448.33,405.83,450.0,192.05,531.3,185.34,-694.68,768.77,511.07,-944.79,86.58,-508.39
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,0.8,7.14,-2.12,3.86,-7.35,0.31,2.6,-6.66,34.76,21.23,-2.32,-21.49,14.35,-5.35,-15.06,19.27,-0.08,-0.25,-10.52,0.55,0.0,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,-0.48,3.9,16.4,22.8,33.1,23.7,54.1,67.8,-21.9,-12.0,153.19,39.88,15.24,-65.11,211.06,209.65,54.18,-82.23,241.42,-254.22,92.89,1.6
Hong Kong SAR,0.0,0.0,0.0,75.0,-3.0,10.0,24.0,-43.0,10.0,7.0,5.67,-4.0,-9.26,13.58,-14.07,17.27,-0.41,1.03,3.26,-1.41,49.39,9.0
Hungary,4.0,-2.0,115.0,572.0,900.0,-429.0,252.0,407.0,393.0,-70.0,-412.0,-196.0,152.0,293.0,-36.0,-127.0,167.0,141.0,-44.0,-102.0,82.0,-62.0
Iceland,0.0,0.0,0.0,2.0,2.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,136.71,532.11,649.02,1011.89,1017.06,1153.04,1914.94,1032.32,932.28,5667.67,590.58,6277.08,4646.93,4585.2,-4414.93,-10624.48,-1558.82,1948.69,2022.06,-600.47,983.8,1918.28
Indonesia,296.85,126.9,99.4,206.51,324.49,-428.75,1079.0,520.25,-389.0,1699.92,839.89,213.53,269.68,44.81,568.86,461.55,1255.62,660.18,37.96,188.0,2611.0,5634.0
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,8.48,11.77,0.61,-3.27,27.35,-30.3,5.44,2.66,0.0,-13.75,11.65,0.0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,2.0,-15.0,4.0,23.0,21.26,-1.83,48.69,39.89,43.21,54.2,21.63,40.06,35.39,57.04,-67.04,201.95,-18.95,-66.32,16.14,63.32,45.91,23.0
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,25.0,6.0,38.0,-33.0,19.0,6.0,46.0,2.94,0.0,-9.99,10.36,-14.26,8.17
Italy,211.0,793.0,470.0,616.0,282.0,286.0,96.0,664.0,1530.0,1454.0,1232.0,1698.0,4562.0,1477.0,690.0,41.0,-99.46,-212.88,412.19,110.22,-541.59,-1472.3
Jamaica,3.54,-4.57,-3.26,3.74,-11.72,6.51,-0.53,-0.12,-5.46,-2.77,7.77,-0.43,2.7,2.46,-2.7,-6.47,0.95,-11.66,7.86,-3.75,0.0,-7.15
Japan,-416.0,302.0,501.0,398.0,3561.0,25.0,530.0,-567.0,-1041.0,-2774.0,58.0,339.0,1218.0,911.0,565.0,2767.0,2716.0,970.0,4349.0,2441.0,6306.0,2214.0
Jordan,2.0,0.0,1.0,0.0,-1.0,1.0,4.0,-1.0,-2.0,2.0,-1.0,-2.0,0.0,0.0,0.4,-2.3,0.0,-0.7,0.1,0.0,0.0,0.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.76,-3.18,5.14,4.79,-23.67,2.53,5.84,-5.26,-29.55
Kenya,-6.81,13.01,-6.95,9.14,11.8,6.64,5.42,-1.84,99.97,84.99,-7.04,-5.67,-26.0,-62.28,3.1,-8.02,-42.6,11.54,-19.14,50.71,0.05,-0.06
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korea,-3.0,68.0,6.0,47.0,-12.0,35.0,169.0,127.0,21.0,279.0,198.0,-28.0,145.0,353.0,1025.0,3161.0,281.0,1424.0,948.0,-166.0,-848.0,1633.0
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao PDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,45.39,1.45,0.84,18.5,134.48,156.84,14.75,-24.98,50.28
Latvia,3.0,7.0,14.0,14.0,3.0,1.0,0.0,2.0,5.0,17.0,53.0,169.0,214.0,167.0,100.0,54.0,107.64,13.08,-16.3,-62.62,-3.01,-60.44
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,0.0,0.0,0.0,0.0,20.47,1.75,0.0,0.0,0.0,0.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.16,0.22,0.0,0.0,0.0,0.0,0.0
Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,2.0,2.0,3.0,-1.0,1.0,17.0,30.0,15.0,33.0,45.0,10.0,61.0,120.0,33.0,33.0,-12.0,38.48,64.52,-9.9,37.7,20.6,9.1
Luxembourg,3.64,0.9,6.05,5.21,6.88,5.38,3.99,7.24,9.5,2.63,-0.65,2.49,0.62,23.1,4.25,12.04,26.71,45.88,60.5,97.97,17.09,-28.84
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,1.61,6.43,-8.04,0.0,4.82,0.81,0.8,4.02,-2.41,1.61,0.0,6.43,1.61,1.01,-0.76,-3.47,-3.94,2.38,-0.35,2.87,1.56,0.0
Malaysia,1.25,0.0,1.62,5.65,22.61,111.92,169.25,31.98,159.02,276.34,-718.7,731.26,-551.85,-415.17,10.86,-215.04,186.85,1332.24,377.18,767.47,0.0,1.0
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,13.42,1.38,1.84,1.28,1.59,-0.73,1.19,3.23,-0.41,-0.41,-0.02,0.66,-1.18,0.46,0.05,2.77,1.22,1.21,1.52,0.0,-0.1,0.0
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,-3.0,1.0,0.0,1.31,1.43,-0.78,-2.56,-0.51,1.34,0.16
Marshall Islands (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,-0.1,76.32,162.37,-16.62,5.31,22.69
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,47.13,-25.49,-3.21,20.66,-16.71,-7.12,22.17,18.48,-1.37,-10.95,15.55,-1.33,4.5,-15.24,52.64,-14.52,-35.55,-20.45,-0.21,-51.11,-39.64,-68.56
Mayotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,837.0,-32.0,-23.0,61.0,559.0,-742.0,31.0,-1655.0,-122.0,142.0,-95.0,271.0,276.0,173.0,-12.0,120.0,585.0,226.0,-168.0,-56.0,-371.0,320.0
Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,-0.8,8.8,4.96,0.79,-0.96,4.45,-8.67
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,0.0,0.0,0.0,0.0,0.0,5.42,29.23,0.0,0.0,0.0,0.0,0.0
Mozambique,5.56,18.22,7.09,-1.35,7.47,-3.73,0.0,7.81,-4.88,-15.67,14.47,12.7,-13.26,19.91,61.35,5.71,8.14,-32.53,1.86,-2.31,-26.81,-12.27
Myanmar,24.07,-13.53,9.54,7.81,-0.4,19.32,32.77,1.33,-3.64,-6.25,6.54,-2.48,17.88,16.42,-19.72,5.9,17.83,20.54,8.98,0.8,-4.74,6.33
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
