Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,4.55,3.75,5.66,5.37,6.43,6.45,7.44,6.87,5.51,4.66,1.99,15.6,63.03,76.01,82.56,78.81,76.93,68.32,80.23,73.8,63.93,73.78
Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,264.0,337.0,408.0,826.0,954.0,1567.0,2473.0,3007.0,3788.0,6641.0,8724.0,10187.0,11310.0,18092.0,22538.0,26964.0,30930.0,31511.0,33468.0,32873.0,35761.0,34753.0
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8.9,8.9,8.9,8.9,8.9
Chile,0.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,38.0,79.0,332.0,338.0,409.0,554.0,1443.0,2115.0,2449.0,3625.56,3587.9,4895.23,5602.3,7628.1
China,615.0,749.0,873.0,1039.0,1332.0,1600.0,2800.0,5697.96,11397.96,24897.88,48905.45,71328.02,102525.79,137804.52,159476.98,185171.63,239970.87,299838.06,357340.12,395047.58,452148.14,603994.24
"China, Hong Kong SAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.79,1.06,1.26,1.09,1.16,1.08,0.79,1.13,1.04,0.99,1.03,0.83
"China, Macao SAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chinese Taipei,1.0,12.0,16.0,24.0,25.0,91.0,276.0,440.0,588.0,787.0,1026.0,1493.0,1413.0,1640.0,1500.0,1525.0,1457.0,1702.1,1687.9,1605.5,1993.6,1701.9
Christmas Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cocos (Keeling) Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,0.0,0.0,0.0,0.0,51.0,50.0,63.0,50.0,54.0,58.0,39.0,41.0,55.0,58.0,70.0,68.0,51.0,3.0,43.44,63.32,10.12,60.0
Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,182.7,185.5,258.9,230.0,255.3,203.6,273.5,241.1,198.2,326.18,358.69,414.49,528.4,484.58,734.77,1079.52,1147.3,1287.69,1798.89,1796.36,1459.46,1573.31
Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,0.0,0.0,0.0,0.0,2.0,10.0,19.0,34.9,39.9,54.2,139.1,201.0,328.75,517.29,729.97,796.3,1014.25,1204.0,1335.4,1467.3,1720.7,2061.8
Cuba,0.0,0.0,0.3,0.4,0.4,0.1,0.3,0.2,8.19,3.48,11.57,18.13,21.46,22.52,19.15,20.93,20.93,23.26,43.5,43.5,43.5,43.5
Curacao,8.0,71.07,71.07,71.07,71.07,71.07,71.07,71.07,63.07,63.07,63.07,63.07,70.94,130.08,139.21,130.8,113.76,161.66,231.15,223.71,185.12,140.51
Cyprus,0.0,0.0,0.0,0.0,0.36,0.36,0.36,0.36,0.36,0.36,31.72,114.66,185.48,231.04,182.85,221.86,226.7,211.45,221.04,238.56,240.41,246.48
Czechia,0.88,0.0,2.02,4.89,9.87,21.28,49.4,125.1,244.66,288.07,335.49,397.0,415.82,480.52,476.54,572.61,496.96,591.04,609.33,700.01,699.08,601.53
DR Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic People's Republic of Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05
Denmark,4152.27,4218.09,4521.18,4811.71,5687.7,5721.42,5283.86,6200.0,6001.52,5445.22,5117.35,6369.57,6798.19,6772.18,7913.08,9300.41,8131.7,9600.23,9271.82,9952.26,9727.13,8461.63
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.19
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.99,95.82,243.05,243.2,290.04,322.81,390.4,497.48,782.22,1101.44,1230.95
Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,2.68,3.2,3.44,3.34,2.4,56.7,79.74,98.81,83.96,73.4,80.26,85.53,77.1,62.01
Egypt,93.44,191.44,225.44,226.44,389.24,545.04,573.45,647.74,859.44,960.44,1171.44,1508.44,1575.94,1272.44,1344.44,1456.44,2070.45,2212.45,2346.45,3001.44,4245.44,5269.44
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,131.78
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.44,1.44,1.44,1.44,1.44
Estonia,0.0,0.0,1.0,6.0,8.0,54.0,76.3,90.78,133.45,195.55,276.99,368.66,433.52,529.04,603.68,715.0,594.0,723.0,636.0,687.0,844.0,733.0
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,192.0,356.0,526.3,499.0,786.01,782.01,532.52,848.07,609.04,817.2
Falkland Islands (Malvinas),0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,2.1,3.9,4.0,4.9,5.4,5.1,5.09,5.12,6.02,5.17,5.41,5.32,5.15,4.25
Faroe Islands,0.3,0.3,0.55,2.99,8.0,10.0,15.0,15.76,13.0,15.0,13.6,14.5,10.8,21.8,34.5,55.8,52.1,59.7,63.8,52.6,47.1,54.1
Fiji,0.1,0.1,0.1,0.1,0.0,0.0,0.0,3.35,4.6,7.21,6.42,4.98,6.81,5.35,4.27,5.67,3.63,2.08,2.56,3.42,1.14,0.29
Finland,78.0,70.0,64.0,93.0,120.34,169.94,155.64,188.41,260.52,276.62,290.75,472.25,484.51,764.04,1097.52,2311.57,3056.0,4693.32,5600.89,5754.08,7950.67,8239.91
France,48.16,131.24,265.59,387.75,594.85,962.57,2182.58,4070.11,5694.21,7911.57,9944.99,12371.62,15178.4,16126.74,17323.78,21420.6,21380.98,24609.44,28598.6,34721.68,39861.3,36831.35
French Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,0.06,0.06,0.06,0.06,0.1,0.07,0.1,0.14,0.34,0.28,0.27,0.11,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,1.84,1.84,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03,87.8,84.3,84.69,90.8,83.4
Germany,9352.0,10456.0,15856.0,19087.0,26019.0,27774.0,31324.0,40507.0,41385.0,39382.0,38371.0,49281.0,50948.0,51819.0,57026.0,72340.0,67650.0,88018.0,90484.0,101150.0,104796.0,90272.0
Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,451.0,756.0,651.0,1021.0,1120.77,1266.45,1699.35,1818.0,2242.0,2543.0,2713.94,3315.23,3850.16,4139.14,3688.58,4621.02,5145.9,5536.99,6300.26,7266.35,9310.1,10482.98
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.03
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
Guadeloupe,8.69,17.1,29.88,33.56,31.95,24.63,34.9,43.99,48.66,51.08,41.04,45.09,50.96,56.79,54.48,51.89,53.29,51.01,52.42,62.91,72.89,106.68
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.5,0.5,0.5,0.5,0.5
Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.29,215.07,218.06,319.5,330.78,312.68,323.8
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.07,0.07,0.07,0.11,0.12,0.13,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.06
Holy See,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.4,338.28,310.24,398.31,668.06,586.3,580.15,930.53,819.37,710.62,778.08
Hungary,0.0,1.0,1.0,4.0,5.55,10.1,43.36,110.0,204.83,330.93,533.79,625.69,769.99,717.51,656.54,693.32,683.69,758.0,607.0,729.0,655.0,664.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,8.39,10.89,9.21,8.13,4.36,6.57,6.66,6.09
India,1318.91,1536.85,2205.77,2550.56,3923.08,5561.86,6873.69,9387.05,11835.13,14595.04,16104.03,19528.14,23069.18,24639.95,27235.37,31872.87,36273.13,47669.78,55008.66,62688.88,63522.26,62272.48
Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,3.7,3.63,4.7,4.6,0.66,1.18,3.7,5.7,5.7,7.7,7.7,7.7,7.7
Iran,36.54,33.66,30.28,27.62,46.34,70.9,125.31,140.86,195.75,226.18,208.86,213.52,204.25,211.27,197.72,242.23,264.29,306.26,585.38,634.12,586.84,586.84
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,244.0,334.0,388.0,454.0,575.0,1031.91,1542.04,1878.37,2330.01,2875.22,2734.66,4298.31,3942.48,4463.51,5059.06,6492.0,6066.04,7363.04,8558.77,9938.48,11468.42,9694.91
Israel,0.0,10.0,11.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,8.0,7.0,6.0,6.0,5.9,6.7,6.7,180.0,183.0,190.0,204.0,178.0
Italy,563.0,1179.0,1404.0,1458.0,1843.88,2340.59,2967.85,4034.36,4858.11,6539.06,9121.99,9848.49,13407.13,14896.96,15178.31,14843.88,17688.67,17741.91,17716.43,20202.04,18761.56,20927.3
Jamaica,0.0,0.0,0.0,0.0,32.34,49.91,55.41,51.93,49.22,58.57,53.73,93.79,109.71,119.77,121.57,128.94,211.14,292.98,304.98,274.51,281.42,264.55
Japan,109.0,252.0,415.0,830.9,1307.9,1748.9,2164.9,2594.4,2922.4,3593.4,3972.9,4632.9,4793.73,5100.02,5130.02,5487.25,6061.0,6385.0,7376.0,7513.0,8865.0,9324.0
Jordan,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6,2.4,121.0,391.0,448.0,719.8,892.4,1406.9,1590.0
Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,4.55,13.3,131.72,274.98,339.8,460.58,717.4,1076.7,1776.41
Kenya,0.1,0.06,0.16,0.35,0.42,0.42,0.29,0.2,0.25,8.3,17.0,16.5,14.96,16.3,27.56,47.64,61.18,56.23,58.27,57.98,51.38,82.8
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,0.0,0.0,0.38,0.35,0.12,0.34,29.75,90.65,90.3,126.32
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,3.64,4.77,70.68
Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao PDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,4.42,3.43,11.24,48.45,49.15,46.85,46.21,52.93,59.1,50.09,49.06,70.89,114.27,120.06,139.71,147.14,127.89,150.0,122.04,154.0,176.84,141.44
Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,0.0,0.0,0.0,0.0,1.0,2.0,14.0,106.0,131.0,158.0,224.0,475.0,540.0,603.0,639.0,810.0,1136.0,1363.8,1144.0,1499.4,1551.7,1361.7
Luxembourg,24.74,23.74,24.48,26.17,39.4,52.25,57.99,64.29,60.59,63.47,55.08,64.05,77.47,83.03,79.88,101.85,101.49,234.82,254.58,281.28,351.14,314.31
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.25,0.45,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Martinique,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.3,1.5,1.0,1.3,1.6,1.5,1.5,2.3,1.3,1.3,5.84,46.04,41.7,48.69
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,13.34,104.26,104.26,104.26,104.26,131.19,131.19,131.19
Mauritius,0.0,0.0,0.0,0.0,0.43,0.44,0.41,0.4,0.37,1.5,2.51,2.82,3.57,3.61,3.17,2.69,18.0,14.6,15.1,15.2,18.0,15.4
Mayotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,0.47,0.47,0.13,5.0,6.0,5.0,45.0,248.0,255.0,596.35,1239.11,1648.32,3688.31,4184.54,6426.2,8745.09,10378.09,10619.78,13088.61,16726.67,19701.39,21074.87
Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.48,1.55,2.55,7.0,23.0,43.0,51.0,77.0
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,0.0,0.01,0.01,0.02,0.02,0.02,0.02,0.47,0.47,0.47,0.67,0.67,1.01,53.91,126.4,153.56,158.51,155.41,340.01,460.31,458.21,564.01
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,143.0,295.4,315.4,320.1
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
