Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.5
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.61
Morocco,8.04,8.4,9.24,10.08,10.92,12.0,12.96,14.33,15.41,16.13,16.25,22.01,57.21,57.21,62.52,28.26,426.54,444.65,979.5,1608.98,1547.43,1847.81
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.88,0.88,2.11,2.11,3.64,3.34,32.74,72.24,71.34
Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.29,0.59,2.06,4.12,6.19,9.22,30.6,47.05,64.36,69.89,85.31,80.92,86.19
Namibia,1.8,2.14,2.79,2.9,2.94,2.96,3.5,4.54,5.54,6.77,7.83,13.67,20.59,26.55,30.04,38.04,56.04,100.33,250.14,374.55,420.55,436.55
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.27,0.27,0.24,0.29,1.26,1.19,1.55,2.88,4.68
Nepal,0.04,0.72,1.22,1.8,2.07,2.65,2.5,2.24,2.87,5.4,6.14,11.15,12.28,14.58,15.59,18.16,18.43,75.68,80.3,83.15,90.42,95.4
Netherlands,7.68,11.64,16.39,25.37,33.58,35.43,36.54,37.56,39.61,44.9,55.87,104.47,190.64,410.0,725.16,1108.52,1601.81,2204.35,3707.79,5399.4,8568.31,11495.46
New Caledonia,0.23,0.27,0.3,0.31,0.31,0.33,0.34,0.85,0.58,0.62,3.42,4.15,4.61,4.67,4.54,6.62,11.36,27.68,46.66,116.12,150.5,187.65
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,19.0,37.0,57.0,77.0,100.0,128.0,160.0,207.0
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.43,2.22,2.16,13.91,23.98,25.64,25.96,27.27
Niger,0.8,1.0,1.0,1.1,1.3,1.6,1.8,1.8,2.0,2.0,3.4,4.9,6.5,8.2,9.8,11.4,13.1,14.8,46.09,46.09,46.09,46.09
Nigeria,0.0,0.21,0.21,0.21,0.0,0.0,0.12,0.12,0.12,0.4,0.45,1.89,2.14,3.31,4.64,14.44,20.44,28.4,33.83,51.52,73.93,101.69
Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
Norfolk Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,2.84,9.05,14.38,22.6,23.7,23.75,22.79,23.22,102.91,104.04
Northern Mariana Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,5.34,5.34,5.34,6.23,6.23,6.23,7.12,7.12,7.39,7.74,8.1,8.46,8.9,9.79,11.57,13.35,23.76,39.96,60.88,106.64,135.75,174.53
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.33,4.18,4.2,15.57,48.88,50.27,55.66,683.52
Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.64,9.6,13.36,26.83,65.93,144.95,238.12,381.84,682.35,915.66,921.19,919.14,1024.64,1164.82
Palau,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.38,0.38,0.39,0.77,0.89,1.0,1.52,1.52,2.81,2.81,3.35,3.51,3.91,4.47
Panama,0.33,0.57,0.69,0.88,0.88,1.04,1.16,1.42,1.77,2.13,2.59,3.34,4.16,5.16,6.46,21.56,76.52,161.08,258.03,335.32,371.52,657.48
Papua New Guinea,0.0,0.46,0.46,0.46,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1.27,1.78,1.73,1.82,4.34,4.51,5.29
Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.12,0.17,0.75
Peru,1.78,3.14,4.24,5.13,6.05,7.03,8.24,9.66,11.57,14.5,19.56,26.11,92.96,237.92,247.08,285.77,305.8,361.41,796.65,822.57,855.5,861.18
Philippines,0.0,0.0,0.0,0.0,0.0,1.52,1.38,1.31,1.3,1.25,1.25,1.21,1.32,1.41,18.43,140.92,1099.51,1203.86,1252.92,1259.77,1386.47,1483.99
Pitcairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.14,1.48,6.89,56.64,123.88,165.46,300.49,710.67,1957.92,3934.45
Portugal,1.0,1.0,2.0,3.0,3.0,3.0,4.8,24.0,40.53,160.0,211.33,279.93,392.64,479.14,627.32,796.16,870.6,991.55,1005.9,1342.25,1715.59,2237.16
Puerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,13.5,42.12,89.79,113.07,224.68,290.56,345.23,311.83,498.08,563.07,678.76
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,3.75,6.51,6.51,8.36,8.36,8.36,8.36,8.36,8.36
Republic of Korea,5.0,6.0,7.0,8.0,10.0,15.0,31.0,70.0,285.0,566.0,772.0,917.06,1103.06,1605.06,2557.0,3975.0,5123.0,7057.0,9208.0,12996.0,17967.0,23394.0
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,1.43,8.0,420.16,1615.99,1982.0,1819.74,1855.67,1771.03,1777.62,1733.38,1703.35
Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.9,1.0,7.13,62.35,79.26,196.3,467.71,1116.49,1249.14,1453.31
Rwanda,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.12,0.31,0.36,0.32,0.38,0.61,1.12,6.79,16.13,18.54,21.26,29.69,35.49,36.01,36.06
Réunion,0.0,0.0,0.0,0.0,0.02,0.3,1.45,2.8,4.82,20.5,76.1,141.8,190.4,224.2,235.9,244.8,259.5,256.5,253.3,261.74,257.44,269.64
Saint Barthelemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.07,0.07
Saint Helena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.57,2.28,2.28,3.05,3.05,3.1,3.18,4.76,4.76
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.08,0.09,0.16,1.18,1.3,1.3,6.31,8.14,7.88,7.56
Saint Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2.64,4.28,2.96,0.16,0.02,0.45,1.2,1.47
Saint Pierre and Miquelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.34,0.87,0.81,0.82,1.15,1.66,3.8,2.33
Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,2.29,7.84,15.78,20.66,22.36,23.71,23.01,23.01
San Marino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.36,0.36,0.36,0.35,0.21
Saudi Arabia,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,4.09,5.39,25.64,42.48,45.88,45.88,45.88,65.04,213.96,261.26,261.26,261.26
Senegal,1.71,1.95,2.18,2.42,2.66,2.9,3.14,3.41,3.86,4.39,5.62,8.18,10.07,11.95,15.94,16.3,14.95,97.95,226.95,261.95,290.65,381.44
Serbia,0.0,0.0,0.0,0.0,0.0,0.77,1.06,1.06,2.68,3.46,3.8,4.22,8.13,11.18,14.54,18.86,19.18,22.79,24.27,27.86,35.12,59.4
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.34,1.64,2.39,3.08,4.35,5.46,7.15,14.97
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.06,0.09,0.13,0.22,0.33,0.54,0.55,0.59,0.68,5.36,6.11,6.12,6.12,6.18
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,3.2,4.9,8.32,12.58,26.98,48.73,103.0,123.0,171.0,289.0,353.0,517.0
Sint Maarten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94,397.0,424.0,588.0,597.0,506.0,533.0,506.0,585.0,589.0,663.0,671.0
Slovenia,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.43,0.74,3.97,12.86,65.7,162.81,215.06,256.82,274.23,267.47,283.87,254.96,303.04,368.2,453.11
Solomon Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.07,1.07,1.47,1.52,2.12,3.22,2.89,3.3,3.23,3.13
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.26,7.28,10.76,11.03,11.03,24.24,36.72
South Africa,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.35,4.25,8.3,54.99,1078.12,2403.13,3344.7,5066.39,6212.0,6780.72,7596.33,8526.16
South Georgia and S Sandwich Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.24,0.64,0.67,1.11,1.25,1.25,1.92
Spain,14.0,17.0,18.0,20.0,23.74,47.98,124.97,515.21,2578.15,6064.0,7186.2,9399.0,11967.62,13095.84,13672.44,13859.45,13642.73,14397.0,12744.0,15103.0,20667.0,27098.0
Sri Lanka,0.36,1.23,2.22,3.22,4.21,5.2,6.19,7.18,8.14,9.13,10.13,13.23,13.35,16.07,29.88,32.39,28.46,94.36,186.36,307.32,398.53,556.53
State of Palestine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,9.25,42.5,45.0,60.0,123.34,178.44,224.0
Sudan,0.0,0.0,0.02,0.02,0.02,0.17,0.34,0.35,0.67,0.87,1.46,3.77,5.82,13.35,13.35,13.35,18.5,20.45,20.49,21.55,27.51,27.51
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.31,0.66,1.13,8.57,8.75,9.07,10.09,11.57,11.67,12.13,12.59
Sweden,1.42,1.52,1.67,1.82,1.98,2.13,2.43,3.14,4.0,7.0,8.6,11.0,19.0,35.0,47.0,97.0,143.0,230.0,407.0,679.0,1051.0,1526.0
Switzerland,11.0,13.0,15.0,18.0,18.0,21.0,24.0,29.0,37.0,54.0,94.0,168.0,300.0,500.0,842.0,1119.0,1333.0,1683.0,1945.0,2178.0,2599.0,2842.0
Syrian Arab Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,2.42,4.34,20.28,58.08
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,0.0,0.0,0.0,0.0,0.0,0.0,36.48,38.76,38.88,44.4,58.32,94.44,498.48,1257.47,1933.48,2378.0,3377.0,4543.0,4537.0,5146.0,5031.4,5015.1
Timor-Leste,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.1,0.16,0.22,0.71,1.2,1.16,1.13,1.08,1.06,0.58,0.58,0.58,0.56,0.57
Togo,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.1,0.14,1.46,8.88,12.13,14.84,72.55
Tokelau,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.55,1.08,1.12,1.12,1.12,1.23,1.23,1.23,1.23,1.23
Tonga,0.08,0.08,0.11,0.11,0.11,0.11,0.15,0.15,0.15,0.16,0.16,0.16,1.18,2.87,3.74,4.56,5.34,6.18,7.36,7.8,7.88,7.86
Trinidad and Tobago,0.53,1.04,1.37,1.9,2.58,2.74,3.09,3.28,3.53,3.94,4.41,4.41,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23
Tunisia,1.51,1.75,1.95,2.06,2.13,2.15,2.17,2.19,2.37,2.51,3.26,5.21,10.03,17.17,30.73,49.58,68.51,84.74,114.75,144.09,152.8,164.0
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.3,0.69,1.47,1.47,3.96
Tuvalu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.09,0.09,0.09,0.09,0.19,0.18,0.81,1.98,1.98,1.7,1.79,1.53,1.53
Türkiye,0.15,0.45,0.89,1.48,2.23,2.97,3.71,4.46,5.5,6.98,8.46,9.95,17.38,28.84,20.43,197.13,1046.2,2892.37,7802.86,9252.89,10953.25,13945.93
UK,1.0,2.0,3.0,3.0,4.0,8.0,11.0,14.0,17.0,20.0,40.0,244.0,1354.0,2010.0,4054.0,7533.0,10395.0,11457.0,12668.0,12418.0,12903.0,12138.0
USA,709.0,785.0,830.0,848.0,965.0,1120.0,1287.0,1674.0,2093.0,2515.0,3942.0,6215.0,10145.0,15872.0,25764.0,35635.0,50334.0,70979.62,85184.44,97478.32,119328.54,151323.52
Uganda,0.29,1.16,1.6,2.47,3.34,4.36,7.85,11.2,17.01,20.62,21.68,23.61,25.18,26.9,29.08,31.99,38.6,61.68,71.36,119.48,128.74,140.27
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,30.1,333.3,570.0,868.44,917.22,939.97,1183.17,1632.12,3674.81,7141.44,7141.44
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,18.42,22.4,23.73,84.71,305.68,304.49,321.64,750.47,1203.92,3663.31,5193.84,6261.74
United Republic of Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.54,2.09,6.61,20.13,23.02,22.22,23.8,30.86,27.41,27.41,27.41
United States Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.88,1.25,7.18,13.27,13.33,7.24,14.49,14.49,14.49,17.08
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.21,0.33,0.74,0.74,3.43,48.69,151.91,268.56,413.55,423.52,462.05,483.44
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.05,2.18,4.64,6.29,6.83,0.1,0.3,49.0
Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.15,0.22,0.3,0.43,0.76,2.74,4.43,6.13,7.58,7.54,7.28
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,5.96,5.4,6.23,4.48,5.96,5.46,4.03,7.17,8.65,8.65
Viet Nam,0.0,0.11,0.24,0.41,0.75,1.88,3.42,3.42,3.42,3.52,4.52,4.52,4.52,4.52,5.29,5.29,5.29,7.99,104.87,4988.47,10718.0,25717.49
Wallis and Futuna Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.93,1.95,2.49,2.65,4.59,9.68,116.22,154.96,193.7,484.25,484.25,497.32,497.4
Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.16,0.16,1.32,69.89,163.05,160.56
Zimbabwe,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.5,3.27,4.49,4.19,4.76,5.92,12.37,16.87,22.69,59.23
